transaction_id,date,city,branch_id,account_no,amount,status
TXN685058,2025-05-08,Bangalore,BAN-5,ACC48466,2208.74,SUCCESS
TXN371915,2025-05-08,Bangalore,BAN-5,ACC25364,5475.49,SUCCESS
TXN351211,2025-05-08,Bangalore,BAN-5,ACC64599,3724.08,SUCCESS
TXN589278,2025-05-08,Bangalore,BAN-5,ACC71551,6554.16,PENDING
TXN547478,2025-05-08,Bangalore,BAN-5,ACC13680,4075.55,SUCCESS
TXN648487,2025-05-08,Bangalore,BAN-5,ACC35260,9416.22,SUCCESS
TXN183779,2025-05-08,Bangalore,BAN-5,ACC12426,2586.27,SUCCESS
TXN611164,2025-05-08,Bangalore,BAN-5,ACC89368,4994.42,SUCCESS
TXN251503,2025-05-08,Bangalore,BAN-5,ACC62341,9774.01,FAILED
TXN673025,2025-05-08,Bangalore,BAN-5,ACC82025,750.49,FAILED
TXN963919,2025-05-08,Bangalore,BAN-5,ACC44180,9771.51,SUCCESS
TXN105870,2025-05-08,Bangalore,BAN-5,ACC51146,6567.83,SUCCESS
TXN406869,2025-05-08,Bangalore,BAN-5,ACC37979,6340.75,SUCCESS
TXN356391,2025-05-08,Bangalore,BAN-5,ACC35635,3614.0,SUCCESS
TXN813679,2025-05-08,Bangalore,BAN-5,ACC84812,301.6,PENDING
TXN982232,2025-05-08,Bangalore,BAN-5,ACC68719,1286.49,FAILED
TXN461726,2025-05-08,Bangalore,BAN-5,ACC45480,4776.36,SUCCESS
TXN827290,2025-05-08,Bangalore,BAN-5,ACC97336,4702.25,SUCCESS
TXN167098,2025-05-08,Bangalore,BAN-5,ACC60643,5931.25,SUCCESS
TXN918647,2025-05-08,Bangalore,BAN-5,ACC94823,6761.74,FAILED
TXN972176,2025-05-08,Bangalore,BAN-5,ACC34319,1929.19,SUCCESS
TXN601678,2025-05-08,Bangalore,BAN-5,ACC78100,5973.48,SUCCESS
TXN899669,2025-05-08,Bangalore,BAN-5,ACC50368,8573.29,SUCCESS
TXN938717,2025-05-08,Bangalore,BAN-5,ACC54905,7921.56,FAILED
TXN659722,2025-05-08,Bangalore,BAN-5,ACC92024,3876.6,SUCCESS
TXN531667,2025-05-08,Bangalore,BAN-5,ACC20343,6547.61,SUCCESS
TXN241571,2025-05-08,Bangalore,BAN-5,ACC94195,7390.02,SUCCESS
TXN555163,2025-05-08,Bangalore,BAN-5,ACC59413,6457.95,SUCCESS
TXN814579,2025-05-08,Bangalore,BAN-5,ACC99419,4288.0,FAILED
TXN350683,2025-05-08,Bangalore,BAN-5,ACC13680,7770.12,SUCCESS
TXN662462,2025-05-08,Bangalore,BAN-5,ACC10318,1911.39,SUCCESS
TXN737001,2025-05-08,Bangalore,BAN-5,ACC20369,2954.8,FAILED
TXN178747,2025-05-08,Bangalore,BAN-5,ACC39980,6690.78,SUCCESS
TXN136988,2025-05-08,Bangalore,BAN-5,ACC47200,4639.11,SUCCESS
TXN490869,2025-05-08,Bangalore,BAN-5,ACC73736,5487.91,SUCCESS
TXN293132,2025-05-08,Bangalore,BAN-5,ACC88039,7162.29,SUCCESS
TXN636027,2025-05-08,Bangalore,BAN-5,ACC66332,1819.8,PENDING
TXN999854,2025-05-08,Bangalore,BAN-5,ACC74329,5928.93,SUCCESS
TXN514533,2025-05-08,Bangalore,BAN-5,ACC38801,6763.21,SUCCESS
TXN569871,2025-05-08,Bangalore,BAN-5,ACC26674,6191.34,SUCCESS
TXN819841,2025-05-08,Bangalore,BAN-5,ACC40365,1478.16,SUCCESS
TXN397686,2025-05-08,Bangalore,BAN-5,ACC35506,7989.94,SUCCESS
TXN185057,2025-05-08,Bangalore,BAN-5,ACC96507,2961.09,SUCCESS
TXN978789,2025-05-08,Bangalore,BAN-5,ACC26208,4876.36,SUCCESS
TXN404881,2025-05-08,Bangalore,BAN-5,ACC18100,439.73,SUCCESS
TXN812352,2025-05-08,Bangalore,BAN-5,ACC77733,231.99,SUCCESS
TXN570984,2025-05-08,Bangalore,BAN-5,ACC67436,8221.28,FAILED
TXN215165,2025-05-08,Bangalore,BAN-5,ACC80749,6006.04,SUCCESS
TXN109780,2025-05-08,Bangalore,BAN-5,ACC79698,369.94,SUCCESS
TXN755943,2025-05-08,Bangalore,BAN-5,ACC47098,3318.1,SUCCESS
TXN372406,2025-05-08,Bangalore,BAN-5,ACC71456,2631.95,SUCCESS
TXN265928,2025-05-08,Bangalore,BAN-5,ACC27418,2768.07,SUCCESS
TXN489383,2025-05-08,Bangalore,BAN-5,ACC63241,1455.25,SUCCESS
TXN607328,2025-05-08,Bangalore,BAN-5,ACC38980,278.4,FAILED
TXN393712,2025-05-08,Bangalore,BAN-5,ACC44680,9625.0,SUCCESS
TXN479255,2025-05-08,Bangalore,BAN-5,ACC81396,8673.02,SUCCESS
TXN987125,2025-05-08,Bangalore,BAN-5,ACC28218,5923.8,SUCCESS
TXN938122,2025-05-08,Bangalore,BAN-5,ACC84929,2181.97,SUCCESS
TXN709781,2025-05-08,Bangalore,BAN-5,ACC42885,9844.77,SUCCESS
TXN997410,2025-05-08,Bangalore,BAN-5,ACC63678,5094.58,SUCCESS
TXN282357,2025-05-08,Bangalore,BAN-5,ACC58354,7377.26,FAILED
TXN588569,2025-05-08,Bangalore,BAN-5,ACC72962,6253.53,FAILED
TXN661561,2025-05-08,Bangalore,BAN-5,ACC61101,2948.77,SUCCESS
TXN818438,2025-05-08,Bangalore,BAN-5,ACC88365,197.79,SUCCESS
TXN222621,2025-05-08,Bangalore,BAN-5,ACC91582,5899.64,SUCCESS
TXN334432,2025-05-08,Bangalore,BAN-5,ACC62820,1329.2,SUCCESS
TXN148426,2025-05-08,Bangalore,BAN-5,ACC17300,3925.94,SUCCESS
TXN600013,2025-05-08,Bangalore,BAN-5,ACC89130,6425.76,SUCCESS
TXN896457,2025-05-08,Bangalore,BAN-5,ACC70399,6110.86,SUCCESS
TXN165803,2025-05-08,Bangalore,BAN-5,ACC50636,8611.15,SUCCESS
TXN974011,2025-05-08,Bangalore,BAN-5,ACC94088,8086.01,SUCCESS
TXN800372,2025-05-08,Bangalore,BAN-5,ACC81428,2267.81,SUCCESS
TXN752245,2025-05-08,Bangalore,BAN-5,ACC57855,8102.2,FAILED
TXN897586,2025-05-08,Bangalore,BAN-5,ACC37840,582.32,SUCCESS
TXN791355,2025-05-08,Bangalore,BAN-5,ACC99559,2476.97,SUCCESS
TXN453858,2025-05-08,Bangalore,BAN-5,ACC40236,193.23,SUCCESS
TXN954488,2025-05-08,Bangalore,BAN-5,ACC28892,2843.34,SUCCESS
TXN609492,2025-05-08,Bangalore,BAN-5,ACC93655,3374.09,SUCCESS
TXN192432,2025-05-08,Bangalore,BAN-5,ACC39403,3452.92,PENDING
TXN408503,2025-05-08,Bangalore,BAN-5,ACC70123,501.63,SUCCESS
TXN527277,2025-05-08,Bangalore,BAN-5,ACC97004,1190.76,SUCCESS
TXN670844,2025-05-08,Bangalore,BAN-5,ACC34577,8449.03,FAILED
TXN999934,2025-05-08,Bangalore,BAN-5,ACC77620,2669.17,SUCCESS
