transaction_id,date,city,branch_id,account_no,amount,status
TXN893937,2025-05-08,Mumbai,MUM-3,ACC69948,4607.09,SUCCESS
TXN537001,2025-05-08,Mumbai,MUM-3,ACC75678,4875.39,PENDING
TXN121087,2025-05-08,Mumbai,MUM-3,ACC32916,7813.64,SUCCESS
TXN185877,2025-05-08,Mumbai,MUM-3,ACC33061,2867.78,FAILED
TXN919404,2025-05-08,Mumbai,MUM-3,ACC39573,1374.0,SUCCESS
TXN545569,2025-05-08,Mumbai,MUM-3,ACC35905,3316.29,SUCCESS
TXN864955,2025-05-08,Mumbai,MUM-3,ACC31027,4664.5,FAILED
TXN384983,2025-05-08,Mumbai,MUM-3,ACC10618,1130.06,SUCCESS
TXN897331,2025-05-08,Mumbai,MUM-3,ACC39465,1487.78,SUCCESS
TXN295589,2025-05-08,Mumbai,MUM-3,ACC56526,5905.09,SUCCESS
TXN110832,2025-05-08,Mumbai,MUM-3,ACC65180,9122.85,SUCCESS
TXN590398,2025-05-08,Mumbai,MUM-3,ACC39739,9993.31,SUCCESS
TXN638693,2025-05-08,Mumbai,MUM-3,ACC17124,3340.1,SUCCESS
TXN916964,2025-05-08,Mumbai,MUM-3,ACC73676,8016.33,SUCCESS
TXN901504,2025-05-08,Mumbai,MUM-3,ACC95351,3970.34,SUCCESS
TXN383266,2025-05-08,Mumbai,MUM-3,ACC56442,8914.14,SUCCESS
TXN164317,2025-05-08,Mumbai,MUM-3,ACC54962,6675.54,SUCCESS
TXN170269,2025-05-08,Mumbai,MUM-3,ACC69466,8600.16,SUCCESS
TXN260139,2025-05-08,Mumbai,MUM-3,ACC75351,6415.78,SUCCESS
TXN219227,2025-05-08,Mumbai,MUM-3,ACC18571,7554.92,SUCCESS
TXN472714,2025-05-08,Mumbai,MUM-3,ACC32591,620.8,FAILED
TXN504401,2025-05-08,Mumbai,MUM-3,ACC12564,973.74,SUCCESS
TXN794732,2025-05-08,Mumbai,MUM-3,ACC68685,1991.03,FAILED
TXN840421,2025-05-08,Mumbai,MUM-3,ACC91381,4071.78,SUCCESS
TXN477722,2025-05-08,Mumbai,MUM-3,ACC14323,3630.75,SUCCESS
TXN545489,2025-05-08,Mumbai,MUM-3,ACC33058,2389.63,FAILED
TXN221466,2025-05-08,Mumbai,MUM-3,ACC63664,363.39,SUCCESS
TXN224393,2025-05-08,Mumbai,MUM-3,ACC27697,7404.44,SUCCESS
TXN124736,2025-05-08,Mumbai,MUM-3,ACC30970,9479.26,SUCCESS
TXN350131,2025-05-08,Mumbai,MUM-3,ACC98428,6874.07,SUCCESS
TXN851601,2025-05-08,Mumbai,MUM-3,ACC56554,4254.59,SUCCESS
TXN406526,2025-05-08,Mumbai,MUM-3,ACC19725,7058.23,FAILED
TXN496694,2025-05-08,Mumbai,MUM-3,ACC51599,4207.7,SUCCESS
TXN500875,2025-05-08,Mumbai,MUM-3,ACC73173,9144.04,SUCCESS
TXN343688,2025-05-08,Mumbai,MUM-3,ACC86721,5457.81,SUCCESS
TXN802842,2025-05-08,Mumbai,MUM-3,ACC67180,3686.72,SUCCESS
TXN687060,2025-05-08,Mumbai,MUM-3,ACC35712,223.49,SUCCESS
TXN118742,2025-05-08,Mumbai,MUM-3,ACC13656,5953.83,FAILED
TXN120280,2025-05-08,Mumbai,MUM-3,ACC36405,5007.06,SUCCESS
TXN785875,2025-05-08,Mumbai,MUM-3,ACC10062,7675.02,PENDING
