transaction_id,date,city,branch_id,account_no,amount,status
TXN222023,2025-05-08,Mumbai,MUM-2,ACC25612,3878.46,SUCCESS
TXN258210,2025-05-08,Mumbai,MUM-2,ACC42123,2247.16,SUCCESS
TXN896292,2025-05-08,Mumbai,MUM-2,ACC14909,4226.73,SUCCESS
TXN541291,2025-05-08,Mumbai,MUM-2,ACC27938,5349.43,SUCCESS
TXN176484,2025-05-08,Mumbai,MUM-2,ACC58168,7433.82,SUCCESS
TXN766711,2025-05-08,Mumbai,MUM-2,ACC66290,3423.09,SUCCESS
TXN748452,2025-05-08,Mumbai,MUM-2,ACC11835,3154.77,FAILED
TXN738548,2025-05-08,Mumbai,MUM-2,ACC46656,5537.94,SUCCESS
TXN478652,2025-05-08,Mumbai,MUM-2,ACC55539,676.28,SUCCESS
TXN225227,2025-05-08,Mumbai,MUM-2,ACC36507,2604.16,FAILED
TXN535483,2025-05-08,Mumbai,MUM-2,ACC82309,1217.44,FAILED
TXN836792,2025-05-08,Mumbai,MUM-2,ACC22717,3726.88,FAILED
TXN416732,2025-05-08,Mumbai,MUM-2,ACC48226,3308.82,SUCCESS
TXN311041,2025-05-08,Mumbai,MUM-2,ACC19322,8421.86,SUCCESS
TXN688369,2025-05-08,Mumbai,MUM-2,ACC22162,5870.31,SUCCESS
TXN263080,2025-05-08,Mumbai,MUM-2,ACC87548,115.24,SUCCESS
TXN171882,2025-05-08,Mumbai,MUM-2,ACC73510,8746.68,FAILED
TXN273396,2025-05-08,Mumbai,MUM-2,ACC87583,8739.28,SUCCESS
TXN994419,2025-05-08,Mumbai,MUM-2,ACC64993,8978.7,SUCCESS
TXN390431,2025-05-08,Mumbai,MUM-2,ACC40840,519.95,SUCCESS
TXN590462,2025-05-08,Mumbai,MUM-2,ACC72026,4809.53,SUCCESS
TXN303788,2025-05-08,Mumbai,MUM-2,ACC92207,2828.91,FAILED
TXN244002,2025-05-08,Mumbai,MUM-2,ACC44277,1739.76,SUCCESS
TXN828919,2025-05-08,Mumbai,MUM-2,ACC18380,1708.95,FAILED
TXN310962,2025-05-08,Mumbai,MUM-2,ACC43827,9195.74,SUCCESS
