transaction_id,date,city,branch_id,account_no,amount,status
TXN100834,2025-05-08,Delhi,DEL-1,ACC83017,2859.12,SUCCESS
TXN348179,2025-05-08,Delhi,DEL-1,ACC49696,6261.57,SUCCESS
TXN650102,2025-05-08,Delhi,DEL-1,ACC79714,7544.44,SUCCESS
TXN841340,2025-05-08,Delhi,DEL-1,ACC68161,1430.45,FAILED
TXN443554,2025-05-08,Delhi,DEL-1,ACC95023,2739.19,SUCCESS
TXN452625,2025-05-08,Delhi,DEL-1,ACC63372,116.92,SUCCESS
TXN685085,2025-05-08,Delhi,DEL-1,ACC32344,1965.79,SUCCESS
TXN549262,2025-05-08,Delhi,DEL-1,ACC10799,6586.51,PENDING
TXN822205,2025-05-08,Delhi,DEL-1,ACC13118,3396.18,SUCCESS
TXN914503,2025-05-08,Delhi,DEL-1,ACC94588,7440.38,SUCCESS
TXN979769,2025-05-08,Delhi,DEL-1,ACC79704,2842.58,SUCCESS
TXN574770,2025-05-08,Delhi,DEL-1,ACC30717,308.75,SUCCESS
TXN470681,2025-05-08,Delhi,DEL-1,ACC12447,2974.31,SUCCESS
TXN378934,2025-05-08,Delhi,DEL-1,ACC31439,6805.52,SUCCESS
TXN951403,2025-05-08,Delhi,DEL-1,ACC17557,1796.58,FAILED
TXN451181,2025-05-08,Delhi,DEL-1,ACC51628,3180.24,SUCCESS
TXN860008,2025-05-08,Delhi,DEL-1,ACC97541,4248.0,SUCCESS
TXN482429,2025-05-08,Delhi,DEL-1,ACC20752,6445.11,FAILED
TXN486343,2025-05-08,Delhi,DEL-1,ACC55617,366.79,SUCCESS
TXN922381,2025-05-08,Delhi,DEL-1,ACC48266,2258.84,SUCCESS
TXN696630,2025-05-08,Delhi,DEL-1,ACC44440,8679.08,SUCCESS
TXN652710,2025-05-08,Delhi,DEL-1,ACC34476,7403.12,FAILED
TXN513078,2025-05-08,Delhi,DEL-1,ACC46943,8252.77,SUCCESS
TXN654121,2025-05-08,Delhi,DEL-1,ACC87437,2486.09,SUCCESS
TXN121983,2025-05-08,Delhi,DEL-1,ACC90020,6279.19,SUCCESS
TXN272220,2025-05-08,Delhi,DEL-1,ACC90293,4049.02,SUCCESS
TXN605718,2025-05-08,Delhi,DEL-1,ACC91386,5792.1,SUCCESS
TXN414581,2025-05-08,Delhi,DEL-1,ACC69300,6211.05,SUCCESS
TXN985561,2025-05-08,Delhi,DEL-1,ACC48233,620.26,SUCCESS
TXN733697,2025-05-08,Delhi,DEL-1,ACC41181,3630.78,SUCCESS
TXN827476,2025-05-08,Delhi,DEL-1,ACC41875,1046.86,SUCCESS
TXN812667,2025-05-08,Delhi,DEL-1,ACC83686,559.8,SUCCESS
TXN624589,2025-05-08,Delhi,DEL-1,ACC67330,4917.78,SUCCESS
TXN970758,2025-05-08,Delhi,DEL-1,ACC39235,9065.5,PENDING
TXN773092,2025-05-08,Delhi,DEL-1,ACC36160,7792.41,FAILED
TXN714524,2025-05-08,Delhi,DEL-1,ACC64205,8272.16,SUCCESS
TXN999497,2025-05-08,Delhi,DEL-1,ACC35133,4450.85,SUCCESS
TXN523252,2025-05-08,Delhi,DEL-1,ACC85245,4297.16,SUCCESS
TXN555324,2025-05-08,Delhi,DEL-1,ACC56647,9225.63,SUCCESS
TXN784384,2025-05-08,Delhi,DEL-1,ACC73619,4024.22,SUCCESS
TXN575003,2025-05-08,Delhi,DEL-1,ACC17070,8306.53,SUCCESS
TXN188603,2025-05-08,Delhi,DEL-1,ACC27704,1329.66,PENDING
TXN969868,2025-05-08,Delhi,DEL-1,ACC47630,6072.67,SUCCESS
TXN311814,2025-05-08,Delhi,DEL-1,ACC73732,3637.97,SUCCESS
TXN190051,2025-05-08,Delhi,DEL-1,ACC21848,172.41,SUCCESS
TXN647950,2025-05-08,Delhi,DEL-1,ACC88182,9854.75,SUCCESS
TXN938282,2025-05-08,Delhi,DEL-1,ACC58745,4652.55,PENDING
TXN232199,2025-05-08,Delhi,DEL-1,ACC99069,8046.36,SUCCESS
TXN973369,2025-05-08,Delhi,DEL-1,ACC94447,6138.0,SUCCESS
TXN710160,2025-05-08,Delhi,DEL-1,ACC47006,7364.44,SUCCESS
TXN937616,2025-05-08,Delhi,DEL-1,ACC64007,8796.46,PENDING
TXN936042,2025-05-08,Delhi,DEL-1,ACC22071,3522.24,SUCCESS
TXN535287,2025-05-08,Delhi,DEL-1,ACC92485,8697.19,SUCCESS
TXN959382,2025-05-08,Delhi,DEL-1,ACC34219,8678.95,SUCCESS
TXN848058,2025-05-08,Delhi,DEL-1,ACC66744,9676.99,FAILED
TXN218152,2025-05-08,Delhi,DEL-1,ACC36461,1715.56,SUCCESS
TXN750182,2025-05-08,Delhi,DEL-1,ACC99630,5843.42,FAILED
TXN174938,2025-05-08,Delhi,DEL-1,ACC63015,7588.64,SUCCESS
TXN433986,2025-05-08,Delhi,DEL-1,ACC57402,743.51,SUCCESS
