transaction_id,date,city,branch_id,account_no,amount,status
TXN261952,2025-05-08,Bangalore,BAN-2,ACC79009,890.93,SUCCESS
TXN696329,2025-05-08,Bangalore,BAN-2,ACC55253,439.42,SUCCESS
TXN875764,2025-05-08,Bangalore,BAN-2,ACC10699,7605.63,SUCCESS
TXN903423,2025-05-08,Bangalore,BAN-2,ACC37794,7448.48,SUCCESS
TXN119662,2025-05-08,Bangalore,BAN-2,ACC18252,3353.65,SUCCESS
TXN295209,2025-05-08,Bangalore,BAN-2,ACC45254,9669.57,SUCCESS
TXN103341,2025-05-08,Bangalore,BAN-2,ACC67417,7355.49,SUCCESS
TXN976337,2025-05-08,Bangalore,BAN-2,ACC30886,8903.56,SUCCESS
TXN681768,2025-05-08,Bangalore,BAN-2,ACC69305,2888.91,FAILED
TXN307232,2025-05-08,Bangalore,BAN-2,ACC24200,528.89,SUCCESS
TXN743409,2025-05-08,Bangalore,BAN-2,ACC80300,3684.22,SUCCESS
TXN154436,2025-05-08,Bangalore,BAN-2,ACC18816,6143.06,SUCCESS
TXN647424,2025-05-08,Bangalore,BAN-2,ACC85011,2411.0,SUCCESS
TXN804160,2025-05-08,Bangalore,BAN-2,ACC27583,4770.45,SUCCESS
TXN844312,2025-05-08,Bangalore,BAN-2,ACC31188,2093.33,SUCCESS
TXN979906,2025-05-08,Bangalore,BAN-2,ACC96584,8130.45,SUCCESS
TXN999465,2025-05-08,Bangalore,BAN-2,ACC97639,1119.25,PENDING
TXN432044,2025-05-08,Bangalore,BAN-2,ACC14175,9651.54,SUCCESS
TXN828627,2025-05-08,Bangalore,BAN-2,ACC12349,1658.67,SUCCESS
TXN715423,2025-05-08,Bangalore,BAN-2,ACC66523,5570.19,SUCCESS
TXN634053,2025-05-08,Bangalore,BAN-2,ACC24630,8039.95,SUCCESS
TXN856166,2025-05-08,Bangalore,BAN-2,ACC15320,2533.18,SUCCESS
TXN996094,2025-05-08,Bangalore,BAN-2,ACC81521,130.15,SUCCESS
TXN200443,2025-05-08,Bangalore,BAN-2,ACC48824,9223.18,SUCCESS
TXN209290,2025-05-08,Bangalore,BAN-2,ACC75307,5151.99,SUCCESS
TXN566242,2025-05-08,Bangalore,BAN-2,ACC83088,8173.31,SUCCESS
TXN511085,2025-05-08,Bangalore,BAN-2,ACC79165,4072.8,SUCCESS
TXN795911,2025-05-08,Bangalore,BAN-2,ACC30564,961.17,SUCCESS
TXN609361,2025-05-08,Bangalore,BAN-2,ACC56241,777.22,SUCCESS
TXN784803,2025-05-08,Bangalore,BAN-2,ACC83258,5237.07,SUCCESS
TXN305432,2025-05-08,Bangalore,BAN-2,ACC28206,8445.31,SUCCESS
TXN351425,2025-05-08,Bangalore,BAN-2,ACC66523,7111.12,FAILED
TXN283552,2025-05-08,Bangalore,BAN-2,ACC23252,2451.77,SUCCESS
TXN634638,2025-05-08,Bangalore,BAN-2,ACC30176,4137.61,SUCCESS
TXN502552,2025-05-08,Bangalore,BAN-2,ACC22826,7672.6,SUCCESS
TXN864959,2025-05-08,Bangalore,BAN-2,ACC39858,1756.93,SUCCESS
TXN129316,2025-05-08,Bangalore,BAN-2,ACC80567,6994.54,FAILED
TXN769702,2025-05-08,Bangalore,BAN-2,ACC74164,7661.57,SUCCESS
TXN736218,2025-05-08,Bangalore,BAN-2,ACC60281,4630.17,SUCCESS
TXN253269,2025-05-08,Bangalore,BAN-2,ACC16550,7996.83,SUCCESS
TXN827657,2025-05-08,Bangalore,BAN-2,ACC53030,3791.96,FAILED
TXN952907,2025-05-08,Bangalore,BAN-2,ACC90496,8042.13,PENDING
TXN101513,2025-05-08,Bangalore,BAN-2,ACC67484,8670.25,SUCCESS
TXN789620,2025-05-08,Bangalore,BAN-2,ACC46637,8581.42,SUCCESS
TXN950947,2025-05-08,Bangalore,BAN-2,ACC57211,3997.76,FAILED
TXN750586,2025-05-08,Bangalore,BAN-2,ACC34988,1613.81,SUCCESS
TXN145296,2025-05-08,Bangalore,BAN-2,ACC10745,2592.95,SUCCESS
TXN677409,2025-05-08,Bangalore,BAN-2,ACC52447,1779.92,SUCCESS
TXN891064,2025-05-08,Bangalore,BAN-2,ACC49757,9396.44,FAILED
TXN107864,2025-05-08,Bangalore,BAN-2,ACC38388,2777.37,FAILED
TXN606787,2025-05-08,Bangalore,BAN-2,ACC18258,5001.17,SUCCESS
TXN599991,2025-05-08,Bangalore,BAN-2,ACC94199,7088.37,SUCCESS
TXN138045,2025-05-08,Bangalore,BAN-2,ACC61383,509.15,SUCCESS
TXN908859,2025-05-08,Bangalore,BAN-2,ACC60900,6268.16,SUCCESS
TXN794421,2025-05-08,Bangalore,BAN-2,ACC68389,1982.02,SUCCESS
TXN922411,2025-05-08,Bangalore,BAN-2,ACC81961,1342.75,SUCCESS
TXN653852,2025-05-08,Bangalore,BAN-2,ACC70671,8548.79,SUCCESS
TXN452195,2025-05-08,Bangalore,BAN-2,ACC38767,2467.4,SUCCESS
TXN965131,2025-05-08,Bangalore,BAN-2,ACC45136,6219.7,SUCCESS
TXN863988,2025-05-08,Bangalore,BAN-2,ACC41677,6819.55,PENDING
TXN642606,2025-05-08,Bangalore,BAN-2,ACC91903,6216.01,SUCCESS
TXN238326,2025-05-08,Bangalore,BAN-2,ACC42865,9498.47,SUCCESS
TXN364833,2025-05-08,Bangalore,BAN-2,ACC99048,328.42,SUCCESS
TXN601387,2025-05-08,Bangalore,BAN-2,ACC76545,9790.13,SUCCESS
TXN623414,2025-05-08,Bangalore,BAN-2,ACC65018,5301.81,SUCCESS
TXN951587,2025-05-08,Bangalore,BAN-2,ACC13818,294.87,SUCCESS
TXN250866,2025-05-08,Bangalore,BAN-2,ACC82973,4183.99,FAILED
TXN487921,2025-05-08,Bangalore,BAN-2,ACC87372,6945.02,SUCCESS
TXN710881,2025-05-08,Bangalore,BAN-2,ACC91596,9715.39,FAILED
TXN100811,2025-05-08,Bangalore,BAN-2,ACC48807,2201.95,SUCCESS
TXN957065,2025-05-08,Bangalore,BAN-2,ACC73600,6046.25,SUCCESS
TXN934479,2025-05-08,Bangalore,BAN-2,ACC42782,3203.96,SUCCESS
TXN879614,2025-05-08,Bangalore,BAN-2,ACC82148,7844.77,SUCCESS
TXN280668,2025-05-08,Bangalore,BAN-2,ACC79379,5017.23,SUCCESS
TXN401945,2025-05-08,Bangalore,BAN-2,ACC61501,5185.63,SUCCESS
TXN982831,2025-05-08,Bangalore,BAN-2,ACC14379,8515.17,SUCCESS
TXN939529,2025-05-08,Bangalore,BAN-2,ACC69496,1486.54,SUCCESS
TXN715147,2025-05-08,Bangalore,BAN-2,ACC66228,4247.56,SUCCESS
TXN369587,2025-05-08,Bangalore,BAN-2,ACC43347,8973.27,SUCCESS
TXN589459,2025-05-08,Bangalore,BAN-2,ACC72753,3232.78,SUCCESS
TXN790063,2025-05-08,Bangalore,BAN-2,ACC38658,7916.43,SUCCESS
TXN555853,2025-05-08,Bangalore,BAN-2,ACC40343,9711.33,SUCCESS
TXN516925,2025-05-08,Bangalore,BAN-2,ACC30863,5091.95,SUCCESS
