transaction_id,date,city,branch_id,account_no,amount,status
TXN248362,2025-05-08,Mumbai,MUM-5,ACC93923,4431.38,SUCCESS
TXN907280,2025-05-08,Mumbai,MUM-5,ACC41849,3840.26,SUCCESS
TXN667222,2025-05-08,Mumbai,MUM-5,ACC43939,7943.22,SUCCESS
TXN942730,2025-05-08,Mumbai,MUM-5,ACC68219,349.84,SUCCESS
TXN704114,2025-05-08,Mumbai,MUM-5,ACC15102,1848.69,SUCCESS
TXN930808,2025-05-08,Mumbai,MUM-5,ACC60285,8816.46,FAILED
TXN262933,2025-05-08,Mumbai,MUM-5,ACC28550,5926.51,FAILED
TXN932975,2025-05-08,Mumbai,MUM-5,ACC16061,674.84,FAILED
TXN939433,2025-05-08,Mumbai,MUM-5,ACC59481,2187.6,PENDING
TXN285196,2025-05-08,Mumbai,MUM-5,ACC64510,4226.14,SUCCESS
TXN741270,2025-05-08,Mumbai,MUM-5,ACC65343,8322.4,FAILED
TXN133974,2025-05-08,Mumbai,MUM-5,ACC21035,2044.12,SUCCESS
TXN545699,2025-05-08,Mumbai,MUM-5,ACC73822,7687.33,SUCCESS
TXN693097,2025-05-08,Mumbai,MUM-5,ACC97933,8737.94,SUCCESS
TXN289252,2025-05-08,Mumbai,MUM-5,ACC62649,7868.69,SUCCESS
TXN224054,2025-05-08,Mumbai,MUM-5,ACC97432,7204.19,SUCCESS
TXN101623,2025-05-08,Mumbai,MUM-5,ACC20916,8080.46,SUCCESS
TXN651714,2025-05-08,Mumbai,MUM-5,ACC18709,8667.83,SUCCESS
TXN999944,2025-05-08,Mumbai,MUM-5,ACC42849,1337.38,SUCCESS
TXN736337,2025-05-08,Mumbai,MUM-5,ACC21252,630.75,SUCCESS
TXN288359,2025-05-08,Mumbai,MUM-5,ACC88253,5546.68,SUCCESS
TXN984329,2025-05-08,Mumbai,MUM-5,ACC68556,9439.89,SUCCESS
TXN143561,2025-05-08,Mumbai,MUM-5,ACC95707,3153.19,SUCCESS
TXN102110,2025-05-08,Mumbai,MUM-5,ACC74246,160.63,SUCCESS
TXN539956,2025-05-08,Mumbai,MUM-5,ACC83888,5664.23,SUCCESS
TXN424621,2025-05-08,Mumbai,MUM-5,ACC88458,934.36,SUCCESS
TXN560786,2025-05-08,Mumbai,MUM-5,ACC52566,3897.59,SUCCESS
TXN446344,2025-05-08,Mumbai,MUM-5,ACC20778,9489.02,SUCCESS
TXN204488,2025-05-08,Mumbai,MUM-5,ACC42249,1670.57,SUCCESS
TXN655530,2025-05-08,Mumbai,MUM-5,ACC56364,905.8,SUCCESS
TXN693335,2025-05-08,Mumbai,MUM-5,ACC72253,4429.91,SUCCESS
TXN994769,2025-05-08,Mumbai,MUM-5,ACC24000,9599.28,SUCCESS
TXN678021,2025-05-08,Mumbai,MUM-5,ACC21159,5951.4,SUCCESS
TXN728414,2025-05-08,Mumbai,MUM-5,ACC16502,8379.46,PENDING
TXN175820,2025-05-08,Mumbai,MUM-5,ACC77343,8205.47,SUCCESS
TXN444341,2025-05-08,Mumbai,MUM-5,ACC53623,2965.65,FAILED
TXN984666,2025-05-08,Mumbai,MUM-5,ACC23357,2985.48,SUCCESS
TXN679418,2025-05-08,Mumbai,MUM-5,ACC16593,7890.31,SUCCESS
TXN405664,2025-05-08,Mumbai,MUM-5,ACC98632,7941.36,SUCCESS
TXN603741,2025-05-08,Mumbai,MUM-5,ACC44601,3316.04,SUCCESS
TXN545862,2025-05-08,Mumbai,MUM-5,ACC50916,3188.09,SUCCESS
TXN889258,2025-05-08,Mumbai,MUM-5,ACC85674,5095.46,SUCCESS
TXN844685,2025-05-08,Mumbai,MUM-5,ACC16197,6085.51,FAILED
TXN113545,2025-05-08,Mumbai,MUM-5,ACC99207,4469.98,SUCCESS
TXN396079,2025-05-08,Mumbai,MUM-5,ACC62372,9722.53,SUCCESS
TXN146937,2025-05-08,Mumbai,MUM-5,ACC86313,1372.73,SUCCESS
TXN392451,2025-05-08,Mumbai,MUM-5,ACC54723,6278.82,SUCCESS
TXN933184,2025-05-08,Mumbai,MUM-5,ACC94296,4543.33,SUCCESS
TXN821625,2025-05-08,Mumbai,MUM-5,ACC55532,342.0,SUCCESS
TXN530727,2025-05-08,Mumbai,MUM-5,ACC64808,5629.95,SUCCESS
TXN210942,2025-05-08,Mumbai,MUM-5,ACC26891,5289.68,SUCCESS
TXN193127,2025-05-08,Mumbai,MUM-5,ACC97458,1787.35,SUCCESS
