transaction_id,date,city,branch_id,account_no,amount,status
TXN346011,2025-05-08,Delhi,DEL-5,ACC31060,8671.52,SUCCESS
TXN294704,2025-05-08,Delhi,DEL-5,ACC14439,331.93,SUCCESS
TXN376379,2025-05-08,Delhi,DEL-5,ACC89628,9374.1,SUCCESS
TXN368044,2025-05-08,Delhi,DEL-5,ACC20811,8335.15,SUCCESS
TXN353346,2025-05-08,Delhi,DEL-5,ACC55602,2717.72,FAILED
TXN179015,2025-05-08,Delhi,DEL-5,ACC81684,7670.1,SUCCESS
TXN592820,2025-05-08,Delhi,DEL-5,ACC46491,209.73,PENDING
TXN391226,2025-05-08,Delhi,DEL-5,ACC73056,8901.23,SUCCESS
TXN538855,2025-05-08,Delhi,DEL-5,ACC90712,8165.86,SUCCESS
TXN521344,2025-05-08,Delhi,DEL-5,ACC57210,5449.12,SUCCESS
TXN663116,2025-05-08,Delhi,DEL-5,ACC41171,6146.27,SUCCESS
TXN355122,2025-05-08,Delhi,DEL-5,ACC47761,4979.43,SUCCESS
TXN210920,2025-05-08,Delhi,DEL-5,ACC48949,9432.94,FAILED
TXN672835,2025-05-08,Delhi,DEL-5,ACC89150,1769.67,SUCCESS
TXN436700,2025-05-08,Delhi,DEL-5,ACC95647,5119.44,SUCCESS
TXN156731,2025-05-08,Delhi,DEL-5,ACC49194,6255.04,SUCCESS
TXN117977,2025-05-08,Delhi,DEL-5,ACC26123,5566.74,SUCCESS
TXN404132,2025-05-08,Delhi,DEL-5,ACC18388,2069.04,SUCCESS
TXN377033,2025-05-08,Delhi,DEL-5,ACC60356,6819.08,SUCCESS
TXN505920,2025-05-08,Delhi,DEL-5,ACC89190,9322.24,SUCCESS
TXN257902,2025-05-08,Delhi,DEL-5,ACC51375,3172.53,SUCCESS
TXN271838,2025-05-08,Delhi,DEL-5,ACC36600,9174.55,FAILED
TXN670070,2025-05-08,Delhi,DEL-5,ACC88902,5379.95,SUCCESS
TXN931269,2025-05-08,Delhi,DEL-5,ACC52606,767.27,SUCCESS
TXN387227,2025-05-08,Delhi,DEL-5,ACC88421,1859.25,SUCCESS
TXN985061,2025-05-08,Delhi,DEL-5,ACC49717,6200.31,SUCCESS
TXN386779,2025-05-08,Delhi,DEL-5,ACC67818,1174.84,SUCCESS
TXN639421,2025-05-08,Delhi,DEL-5,ACC77265,1801.49,SUCCESS
TXN987939,2025-05-08,Delhi,DEL-5,ACC21223,4483.51,SUCCESS
TXN222825,2025-05-08,Delhi,DEL-5,ACC96791,6824.88,FAILED
TXN646468,2025-05-08,Delhi,DEL-5,ACC37106,4237.82,SUCCESS
TXN791574,2025-05-08,Delhi,DEL-5,ACC63436,6806.66,SUCCESS
TXN105272,2025-05-08,Delhi,DEL-5,ACC29965,8731.13,SUCCESS
TXN758593,2025-05-08,Delhi,DEL-5,ACC34233,6060.58,SUCCESS
TXN742206,2025-05-08,Delhi,DEL-5,ACC83164,2067.22,SUCCESS
TXN409238,2025-05-08,Delhi,DEL-5,ACC77276,2881.9,SUCCESS
TXN687098,2025-05-08,Delhi,DEL-5,ACC50730,4071.22,FAILED
TXN385858,2025-05-08,Delhi,DEL-5,ACC80593,427.37,SUCCESS
TXN251153,2025-05-08,Delhi,DEL-5,ACC44180,1825.64,PENDING
TXN254153,2025-05-08,Delhi,DEL-5,ACC94657,9232.7,SUCCESS
TXN281828,2025-05-08,Delhi,DEL-5,ACC79114,7486.73,SUCCESS
TXN927091,2025-05-08,Delhi,DEL-5,ACC10141,1398.83,SUCCESS
TXN192538,2025-05-08,Delhi,DEL-5,ACC85581,3970.88,FAILED
