transaction_id,date,city,branch_id,account_no,amount,status
TXN717416,2025-05-08,Bangalore,BAN-3,ACC50963,2041.63,FAILED
TXN513052,2025-05-08,Bangalore,BAN-3,ACC39084,7789.42,SUCCESS
TXN490690,2025-05-08,Bangalore,BAN-3,ACC17794,7610.22,SUCCESS
TXN489197,2025-05-08,Bangalore,BAN-3,ACC54430,8679.6,SUCCESS
TXN193605,2025-05-08,Bangalore,BAN-3,ACC86893,7136.68,SUCCESS
TXN499380,2025-05-08,Bangalore,BAN-3,ACC87958,8023.98,SUCCESS
TXN625395,2025-05-08,Bangalore,BAN-3,ACC66693,243.08,SUCCESS
TXN883124,2025-05-08,Bangalore,BAN-3,ACC53538,3853.45,PENDING
TXN660484,2025-05-08,Bangalore,BAN-3,ACC15272,2119.85,FAILED
TXN639282,2025-05-08,Bangalore,BAN-3,ACC22316,8891.37,SUCCESS
TXN117270,2025-05-08,Bangalore,BAN-3,ACC71279,9645.69,SUCCESS
TXN197625,2025-05-08,Bangalore,BAN-3,ACC16205,1491.84,SUCCESS
TXN385708,2025-05-08,Bangalore,BAN-3,ACC63987,4735.8,FAILED
TXN953034,2025-05-08,Bangalore,BAN-3,ACC13940,7270.74,SUCCESS
TXN899075,2025-05-08,Bangalore,BAN-3,ACC87281,5682.87,FAILED
TXN158732,2025-05-08,Bangalore,BAN-3,ACC34770,8974.73,PENDING
TXN637113,2025-05-08,Bangalore,BAN-3,ACC95762,6834.76,FAILED
TXN410461,2025-05-08,Bangalore,BAN-3,ACC25964,4081.28,FAILED
TXN465272,2025-05-08,Bangalore,BAN-3,ACC33756,3981.07,SUCCESS
TXN179193,2025-05-08,Bangalore,BAN-3,ACC31033,7570.37,SUCCESS
TXN147635,2025-05-08,Bangalore,BAN-3,ACC77865,7507.9,SUCCESS
TXN982358,2025-05-08,Bangalore,BAN-3,ACC58279,8192.24,SUCCESS
TXN595036,2025-05-08,Bangalore,BAN-3,ACC79742,2516.63,SUCCESS
TXN386492,2025-05-08,Bangalore,BAN-3,ACC28155,4910.44,SUCCESS
TXN774074,2025-05-08,Bangalore,BAN-3,ACC75607,7621.35,FAILED
TXN468957,2025-05-08,Bangalore,BAN-3,ACC61121,8862.37,FAILED
TXN743298,2025-05-08,Bangalore,BAN-3,ACC13663,5526.16,SUCCESS
TXN434051,2025-05-08,Bangalore,BAN-3,ACC67565,8256.15,SUCCESS
